corpus,document,doc_type,tier,field,field_type,predicted_value,truth_value,grounding_score,extraction_score,correct,min_score
generated,invoice_04,invoice,t1,vendor_tax_id,id,GB 556 903 217,GB 556 903 217,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,bill_to_name,text,Pellham & Rowe Associates,Pellham & Rowe Associates,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,currency,code,USD,USD,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,subtotal,money,25584.87,25584.87,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,tax_rate,number,7.5,7.5,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,tax_amount,money,1918.87,1918.87,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,total_due,money,27503.74,27503.74,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].quantity,number,3,3,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].unit_price,money,758.86,758.86,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].amount,money,2276.58,2276.58,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].description,text,Digital proofing and colour matching,Digital proofing and colour matching,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].quantity,number,14,14,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].unit_price,money,503.46,503.46,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].amount,money,7048.44,7048.44,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].quantity,number,23,23,0.998,0.998,True,0.998
generated,invoice_04,invoice,t1,line_items[].unit_price,money,706.95,706.95,0.97,0.996,True,0.97
generated,invoice_04,invoice,t1,line_items[].amount,money,16259.85,16259.85,0.97,0.996,True,0.97
generated,invoice_04,invoice,t2,invoice_number,id,INV-2026-2412,INV-2026-2412,0.72,0.72,True,0.72
generated,invoice_04,invoice,t2,invoice_date,date,2026-07-14,2026-07-14,0.84,0.86,True,0.84
generated,invoice_04,invoice,t2,due_date,date,2026-07-28,2026-07-28,0.84,0.86,True,0.84
generated,invoice_04,invoice,t2,vendor_name,text,Kestrel Facilities Group,Kestrel Facilities Group,0.82,0.82,True,0.82
generated,invoice_04,invoice,t2,vendor_tax_id,id,GB 556 903 217,GB 556 903 217,0.76,0.78,True,0.76
generated,invoice_04,invoice,t2,bill_to_name,text,Pelham & Rowe Associates,Pellham & Rowe Associates,0.86,0.88,False,0.86
generated,invoice_04,invoice,t2,currency,code,USD,USD,0.91,0.93,True,0.91
generated,invoice_04,invoice,t2,subtotal,money,25584.87,25584.87,0.68,0.68,True,0.68
generated,invoice_04,invoice,t2,tax_rate,number,7.5,7.5,0.83,0.85,True,0.83
generated,invoice_04,invoice,t2,tax_amount,money,1918.87,1918.87,0.67,0.67,True,0.67
generated,invoice_04,invoice,t2,total_due,money,27503.74,27503.74,0.66,0.66,True,0.66
generated,invoice_04,invoice,t2,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.78,0.8,True,0.78
generated,invoice_04,invoice,t2,line_items[].quantity,number,3,3,0.88,0.9,True,0.88
generated,invoice_04,invoice,t2,line_items[].unit_price,money,758.86,758.86,0.62,0.64,True,0.62
generated,invoice_04,invoice,t2,line_items[].amount,money,2276.58,2276.58,0.64,0.66,True,0.64
generated,invoice_04,invoice,t2,line_items[].description,text,Digital proofing and colour matching,Digital proofing and colour matching,0.86,0.88,True,0.86
generated,invoice_04,invoice,t2,line_items[].quantity,number,14,14,0.9,0.92,True,0.9
generated,invoice_04,invoice,t2,line_items[].unit_price,money,503.46,503.46,0.66,0.68,True,0.66
generated,invoice_04,invoice,t2,line_items[].amount,money,7048.44,7048.44,0.69,0.71,True,0.69
generated,invoice_04,invoice,t2,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.84,0.86,True,0.84
generated,invoice_04,invoice,t2,line_items[].quantity,number,23,23,0.88,0.9,True,0.88
generated,invoice_04,invoice,t2,line_items[].unit_price,money,706.95,706.95,0.63,0.65,True,0.63
generated,invoice_04,invoice,t2,line_items[].amount,money,16259.85,16259.85,0.67,0.69,True,0.67
generated,invoice_04,invoice,t3,invoice_number,id,INV-2026-2412,INV-2026-2412,0.7,0.7,True,0.7
generated,invoice_04,invoice,t3,invoice_date,date,2026-07-14,2026-07-14,0.72,0.72,True,0.72
generated,invoice_04,invoice,t3,due_date,date,2026-07-28,2026-07-28,0.68,0.68,True,0.68
generated,invoice_04,invoice,t3,vendor_name,text,Kestrel Facilities Group,Kestrel Facilities Group,0.74,0.74,True,0.74
generated,invoice_04,invoice,t3,vendor_tax_id,id,GB 506 900 217,GB 556 903 217,0.58,0.58,False,0.58
generated,invoice_04,invoice,t3,bill_to_name,text,Pelham & Rowe Associates,Pellham & Rowe Associates,0.82,0.82,False,0.82
generated,invoice_04,invoice,t3,currency,code,USD,USD,0.62,0.62,True,0.62
generated,invoice_04,invoice,t3,subtotal,money,65584.95,25584.87,0.66,0.66,False,0.66
generated,invoice_04,invoice,t3,tax_rate,number,7.5,7.5,0.76,0.76,True,0.76
generated,invoice_04,invoice,t3,tax_amount,money,4918.87,1918.87,0.63,0.63,False,0.63
generated,invoice_04,invoice,t3,total_due,money,70503.82,27503.74,0.64,0.64,False,0.64
generated,invoice_04,invoice,t3,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.83,0.83,True,0.83
generated,invoice_04,invoice,t3,line_items[].quantity,number,8,3,0.78,0.78,False,0.78
generated,invoice_04,invoice,t3,line_items[].unit_price,money,,758.86,0.0,0.0,False,0.0
generated,invoice_04,invoice,t3,line_items[].amount,money,42276.66,2276.58,0.61,0.61,False,0.61
generated,invoice_04,invoice,t3,line_items[].description,text,Digital proofing and colour matching,Digital proofing and colour matching,0.8,0.8,True,0.8
generated,invoice_04,invoice,t3,line_items[].quantity,number,14,14,0.74,0.74,True,0.74
generated,invoice_04,invoice,t3,line_items[].unit_price,money,,503.46,0.0,0.0,False,0.0
generated,invoice_04,invoice,t3,line_items[].amount,money,7048.44,7048.44,0.56,0.56,True,0.56
generated,invoice_04,invoice,t3,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.81,0.81,True,0.81
generated,invoice_04,invoice,t3,line_items[].quantity,number,23,23,0.74,0.74,True,0.74
generated,invoice_04,invoice,t3,line_items[].unit_price,money,,706.95,0.0,0.0,False,0.0
generated,invoice_04,invoice,t3,line_items[].amount,money,16259.85,16259.85,0.58,0.58,True,0.58
generated,invoice_05,invoice,t0,invoice_number,id,INV-2026-6547,INV-2026-6547,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,invoice_date,date,2026-05-04,2026-05-04,0.96,0.995,True,0.96
generated,invoice_05,invoice,t0,due_date,date,2026-05-18,2026-05-18,0.96,0.995,True,0.96
generated,invoice_05,invoice,t0,vendor_name,text,Tanaka Precision KK,Tanaka Precision KK,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,vendor_tax_id,id,JP 6010401 09287,JP 6010401 09287,0.82,0.78,True,0.78
generated,invoice_05,invoice,t0,bill_to_name,text,Cobalt Ridge Holdings,Cobalt Ridge Holdings,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,currency,code,GBP,GBP,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,subtotal,money,18963.13,18963.13,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,tax_rate,number,19,19,0.97,0.98,True,0.97
generated,invoice_05,invoice,t0,tax_amount,money,3602.99,3602.99,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,total_due,money,22566.12,22566.12,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].quantity,number,6,6,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].unit_price,money,809.52,809.52,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].amount,money,4857.12,4857.12,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].description,text,"Site cleaning, out of hours","Site cleaning, out of hours",0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].quantity,number,15,15,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].unit_price,money,53.37,53.37,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].amount,money,800.55,800.55,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].quantity,number,10,10,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].unit_price,money,627.47,627.47,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].amount,money,6274.70,6274.70,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].description,text,"Emergency callout, engineer attendance","Emergency callout, engineer attendance",0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].quantity,number,19,19,0.998,0.998,True,0.998
generated,invoice_05,invoice,t0,line_items[].unit_price,money,370.04,370.04,0.995,0.995,True,0.995
generated,invoice_05,invoice,t0,line_items[].amount,money,7030.76,7030.76,0.995,0.995,True,0.995
generated,invoice_05,invoice,t1,invoice_number,id,INV-2026-6547,INV-2026-6547,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,invoice_date,date,2026-05-04,2026-05-04,0.965,0.965,True,0.965
generated,invoice_05,invoice,t1,due_date,date,2026-05-18,2026-05-18,0.965,0.965,True,0.965
generated,invoice_05,invoice,t1,vendor_name,text,Tanaka Precision KK,Tanaka Precision KK,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,vendor_tax_id,id,JP 6010401 09287,JP 6010401 09287,0.95,0.95,True,0.95
generated,invoice_05,invoice,t1,bill_to_name,text,Cobalt Ridge Holdings,Cobalt Ridge Holdings,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,currency,code,GBP,GBP,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,subtotal,money,18963.13,18963.13,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,tax_rate,number,19,19,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,tax_amount,money,3602.99,3602.99,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,total_due,money,22566.12,22566.12,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].quantity,number,6,6,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].unit_price,money,809.52,809.52,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].amount,money,4857.12,4857.12,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].description,text,"Site cleaning, out of hours","Site cleaning, out of hours",0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].quantity,number,15,15,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].unit_price,money,53.37,53.37,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].amount,money,800.55,800.55,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].quantity,number,10,10,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].unit_price,money,627.47,627.47,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].amount,money,6274.70,6274.70,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].description,text,"Emergency callout, engineer attendance","Emergency callout, engineer attendance",0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].quantity,number,19,19,0.998,0.998,True,0.998
generated,invoice_05,invoice,t1,line_items[].unit_price,money,370.04,370.04,0.97,0.97,True,0.97
generated,invoice_05,invoice,t1,line_items[].amount,money,7030.76,7030.76,0.97,0.97,True,0.97
generated,invoice_05,invoice,t2,invoice_number,id,INV-2026-6547,INV-2026-6547,0.72,0.78,True,0.72
generated,invoice_05,invoice,t2,invoice_date,date,2026-05-04,2026-05-04,0.74,0.78,True,0.74
generated,invoice_05,invoice,t2,due_date,date,2026-05-18,2026-05-18,0.74,0.78,True,0.74
generated,invoice_05,invoice,t2,vendor_name,text,Tanaka Precision KK,Tanaka Precision KK,0.9,0.94,True,0.9
generated,invoice_05,invoice,t2,vendor_tax_id,id,JP 6010401 09287,JP 6010401 09287,0.42,0.5,True,0.42
generated,invoice_05,invoice,t2,bill_to_name,text,Cobalt Ridge Holdings,Cobalt Ridge Holdings,0.88,0.92,True,0.88
generated,invoice_05,invoice,t2,currency,code,GBP,GBP,0.83,0.9,True,0.83
generated,invoice_05,invoice,t2,subtotal,money,18963.13,18963.13,0.7,0.76,True,0.7
generated,invoice_05,invoice,t2,tax_rate,number,19,19,0.62,0.68,True,0.62
generated,invoice_05,invoice,t2,tax_amount,money,3602.99,3602.99,0.69,0.74,True,0.69
generated,invoice_05,invoice,t2,total_due,money,22566.12,22566.12,0.68,0.74,True,0.68
generated,invoice_05,invoice,t2,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.87,0.91,True,0.87
generated,invoice_05,invoice,t2,line_items[].quantity,number,6,6,0.83,0.88,True,0.83
generated,invoice_05,invoice,t2,line_items[].unit_price,money,809.52,809.52,0.6,0.66,True,0.6
generated,invoice_05,invoice,t2,line_items[].amount,money,4857.12,4857.12,0.65,0.72,True,0.65
generated,invoice_05,invoice,t2,line_items[].description,text,"Site cleaning, out of hours","Site cleaning, out of hours",0.84,0.89,True,0.84
generated,invoice_05,invoice,t2,line_items[].quantity,number,15,15,0.8,0.86,True,0.8
generated,invoice_05,invoice,t2,line_items[].unit_price,money,53.37,53.37,0.56,0.63,True,0.56
generated,invoice_05,invoice,t2,line_items[].amount,money,800.55,800.55,0.58,0.65,True,0.58
generated,invoice_05,invoice,t2,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.88,0.92,True,0.88
generated,invoice_05,invoice,t2,line_items[].quantity,number,10,10,0.79,0.85,True,0.79
generated,invoice_05,invoice,t2,line_items[].unit_price,money,827.47,627.47,0.57,0.64,False,0.57
generated,invoice_05,invoice,t2,line_items[].amount,money,8274.70,6274.70,0.61,0.68,False,0.61
generated,invoice_05,invoice,t2,line_items[].description,text,"Emergency callout, engineer attendance","Emergency callout, engineer attendance",0.86,0.9,True,0.86
generated,invoice_05,invoice,t2,line_items[].quantity,number,19,19,0.79,0.84,True,0.79
generated,invoice_05,invoice,t2,line_items[].unit_price,money,370.04,370.04,0.55,0.62,True,0.55
generated,invoice_05,invoice,t2,line_items[].amount,money,7030.76,7030.76,0.59,0.66,True,0.59
generated,invoice_05,invoice,t3,invoice_number,id,INV-2026-6047,INV-2026-6547,0.42,0.42,False,0.42
generated,invoice_05,invoice,t3,invoice_date,date,2026-05-04,2026-05-04,0.72,0.74,True,0.72
generated,invoice_05,invoice,t3,due_date,date,2026-05-18,2026-05-18,0.72,0.74,True,0.72
generated,invoice_05,invoice,t3,vendor_name,text,Corvus Precision KK,Tanaka Precision KK,0.86,0.88,False,0.86
generated,invoice_05,invoice,t3,vendor_tax_id,id,JP 6010401 04097,JP 6010401 09287,0.18,0.18,False,0.18
generated,invoice_05,invoice,t3,bill_to_name,text,Cobalt Ridge Holdings,Cobalt Ridge Holdings,0.83,0.86,True,0.83
generated,invoice_05,invoice,t3,currency,code,GBP,GBP,0.78,0.82,True,0.78
generated,invoice_05,invoice,t3,subtotal,money,19062.08,18963.13,0.55,0.58,False,0.55
generated,invoice_05,invoice,t3,tax_rate,number,19,19,0.12,0.2,True,0.12
generated,invoice_05,invoice,t3,tax_amount,money,3621.79,3602.99,0.54,0.58,False,0.54
generated,invoice_05,invoice,t3,total_due,money,22683.87,22566.12,0.58,0.62,False,0.58
generated,invoice_05,invoice,t3,line_items[].description,text,Customs documentation processing,Customs documentation processing,0.88,0.9,True,0.88
generated,invoice_05,invoice,t3,line_items[].quantity,number,4,6,0.76,0.79,False,0.76
generated,invoice_05,invoice,t3,line_items[].unit_price,money,1214.28,809.52,0.34,0.38,False,0.34
generated,invoice_05,invoice,t3,line_items[].amount,money,4857.12,4857.12,0.7,0.74,True,0.7
generated,invoice_05,invoice,t3,line_items[].description,text,"Site clearing, out of hours","Site cleaning, out of hours",0.9,0.92,False,0.9
generated,invoice_05,invoice,t3,line_items[].quantity,number,15,15,0.72,0.75,True,0.72
generated,invoice_05,invoice,t3,line_items[].unit_price,money,60.00,53.37,0.22,0.28,False,0.22
generated,invoice_05,invoice,t3,line_items[].amount,money,900.00,800.55,0.68,0.72,False,0.68
generated,invoice_05,invoice,t3,line_items[].description,text,Temperature-controlled container hire,Temperature-controlled container hire,0.86,0.89,True,0.86
generated,invoice_05,invoice,t3,line_items[].quantity,number,10,10,0.72,0.75,True,0.72
generated,invoice_05,invoice,t3,line_items[].unit_price,money,627.47,627.47,0.2,0.25,True,0.2
generated,invoice_05,invoice,t3,line_items[].amount,money,6274.70,6274.70,0.66,0.7,True,0.66
generated,invoice_05,invoice,t3,line_items[].description,text,"Emergency callout, engineer attendance","Emergency callout, engineer attendance",0.87,0.9,True,0.87
generated,invoice_05,invoice,t3,line_items[].quantity,number,18,19,0.72,0.75,False,0.72
generated,invoice_05,invoice,t3,line_items[].unit_price,money,390.57,370.04,0.2,0.24,False,0.2
generated,invoice_05,invoice,t3,line_items[].amount,money,7030.26,7030.76,0.66,0.7,False,0.66
generated,statement_01,statement,t0,bank_name,text,First Meridian Bank,First Meridian Bank,0.998,0.998,True,0.998
generated,statement_01,statement,t0,account_holder,text,Vantor Systems GmbH,Vantor Systems GmbH,0.998,0.998,True,0.998
generated,statement_01,statement,t0,account_number,id,18-61128-349,18-61128-349,0.998,0.998,True,0.998
generated,statement_01,statement,t0,currency,code,USD,USD,0.998,0.998,True,0.998
generated,statement_01,statement,t0,statement_period_start,date,2026-07-01,2026-07-01,0.96,0.97,True,0.96
generated,statement_01,statement,t0,statement_period_end,date,2026-07-31,2026-07-31,0.96,0.97,True,0.96
generated,statement_01,statement,t0,opening_balance,money,84429.72,84429.72,0.998,0.998,True,0.998
generated,statement_01,statement,t0,closing_balance,money,72673.30,72673.30,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-11,2026-07-11,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,DIRECT DEBIT BRITISH GAS,DIRECT DEBIT BRITISH GAS,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,-262.53,-262.53,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,84167.19,84167.19,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-18,2026-07-18,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,-42.88,-42.88,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,84124.31,84124.31,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-26,2026-07-26,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,-1815.22,-1815.22,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,82309.09,82309.09,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-27,2026-07-27,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,CHEQUE DEPOSIT 004187,CHEQUE DEPOSIT 004187,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,3841.01,3841.01,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,86150.10,86150.10,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-29,2026-07-29,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,-79.52,-79.52,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,86070.58,86070.58,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].date,date,2026-07-29,2026-07-29,0.97,0.97,True,0.97
generated,statement_01,statement,t0,transactions[].description,text,SALARY PAYMENT RUN 08,SALARY PAYMENT RUN 08,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].amount,money,-13397.28,-13397.28,0.998,0.998,True,0.998
generated,statement_01,statement,t0,transactions[].balance,money,72673.30,72673.30,0.998,0.998,True,0.998
generated,statement_01,statement,t1,bank_name,text,First Meridian Bank,First Meridian Bank,0.998,0.998,True,0.998
generated,statement_01,statement,t1,account_holder,text,Vantor Systems GmbH,Vantor Systems GmbH,0.998,0.998,True,0.998
generated,statement_01,statement,t1,account_number,id,18-61128-349,18-61128-349,0.998,0.998,True,0.998
generated,statement_01,statement,t1,currency,code,USD,USD,0.998,0.998,True,0.998
generated,statement_01,statement,t1,statement_period_start,date,2026-07-01,2026-07-01,0.96,0.992,True,0.96
generated,statement_01,statement,t1,statement_period_end,date,2026-07-31,2026-07-31,0.96,0.992,True,0.96
generated,statement_01,statement,t1,opening_balance,money,84429.72,84429.72,0.997,0.997,True,0.997
generated,statement_01,statement,t1,closing_balance,money,72673.30,72673.30,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-11,2026-07-11,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,DIRECT DEBIT BRITISH GAS,DIRECT DEBIT BRITISH GAS,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,-262.53,-262.53,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,84167.19,84167.19,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-18,2026-07-18,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,-42.88,-42.88,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,84124.31,84124.31,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-26,2026-07-26,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,-1815.22,-1815.22,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,82309.09,82309.09,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-27,2026-07-27,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,CHEQUE DEPOSIT 004187,CHEQUE DEPOSIT 004187,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,3841.01,3841.01,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,86150.10,86150.10,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-29,2026-07-29,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,-79.52,-79.52,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,86070.58,86070.58,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].date,date,2026-07-29,2026-07-29,0.97,0.996,True,0.97
generated,statement_01,statement,t1,transactions[].description,text,SALARY PAYMENT RUN 08,SALARY PAYMENT RUN 08,0.998,0.998,True,0.998
generated,statement_01,statement,t1,transactions[].amount,money,-13397.28,-13397.28,0.997,0.997,True,0.997
generated,statement_01,statement,t1,transactions[].balance,money,72673.30,72673.30,0.997,0.997,True,0.997
generated,statement_01,statement,t2,bank_name,text,First Meridian Bank,First Meridian Bank,0.98,0.98,True,0.98
generated,statement_01,statement,t2,account_holder,text,Vantor Systems GmbH,Vantor Systems GmbH,0.72,0.72,True,0.72
generated,statement_01,statement,t2,account_number,id,18-61128-349,18-61128-349,0.42,0.42,True,0.42
generated,statement_01,statement,t2,currency,code,USD,USD,0.95,0.95,True,0.95
generated,statement_01,statement,t2,statement_period_start,date,2026-07-01,2026-07-01,0.78,0.78,True,0.78
generated,statement_01,statement,t2,statement_period_end,date,2026-07-31,2026-07-31,0.78,0.78,True,0.78
generated,statement_01,statement,t2,opening_balance,money,84429.72,84429.72,0.68,0.68,True,0.68
generated,statement_01,statement,t2,closing_balance,money,72673.30,72673.30,0.82,0.82,True,0.82
generated,statement_01,statement,t2,transactions[].date,date,2026-07-11,2026-07-11,0.74,0.74,True,0.74
generated,statement_01,statement,t2,transactions[].description,text,DIRECT DEBIT BRITISH GAS,DIRECT DEBIT BRITISH GAS,0.86,0.86,True,0.86
generated,statement_01,statement,t2,transactions[].amount,money,-262.53,-262.53,0.56,0.56,True,0.56
generated,statement_01,statement,t2,transactions[].balance,money,84167.19,84167.19,0.62,0.62,True,0.62
generated,statement_01,statement,t2,transactions[].date,date,2026-07-18,2026-07-18,0.66,0.66,True,0.66
generated,statement_01,statement,t2,transactions[].description,text,FEE MONTHLY ACCOUNT CHARGE,FEE MONTHLY ACCOUNT CHARGE,0.88,0.88,True,0.88
generated,statement_01,statement,t2,transactions[].amount,money,-42.88,-42.88,0.52,0.52,True,0.52
generated,statement_01,statement,t2,transactions[].balance,money,84124.31,84124.31,0.58,0.58,True,0.58
generated,statement_01,statement,t2,transactions[].date,date,2026-07-26,2026-07-26,0.62,0.62,True,0.62
generated,statement_01,statement,t2,transactions[].description,text,STANDING ORDER OFFICE RENT,STANDING ORDER OFFICE RENT,0.85,0.85,True,0.85
generated,statement_01,statement,t2,transactions[].amount,money,-1815.22,-1815.22,0.44,0.44,True,0.44
generated,statement_01,statement,t2,transactions[].balance,money,82309.09,82309.09,0.48,0.48,True,0.48
generated,statement_01,statement,t2,transactions[].date,date,2026-07-27,2026-07-27,0.6,0.6,True,0.6
generated,statement_01,statement,t2,transactions[].description,text,CHEQUE DEPOSIT 004187,CHEQUE DEPOSIT 004187,0.82,0.82,True,0.82
generated,statement_01,statement,t2,transactions[].amount,money,3841.01,3841.01,0.4,0.4,True,0.4
generated,statement_01,statement,t2,transactions[].balance,money,86150.10,86150.10,0.44,0.44,True,0.44
generated,statement_01,statement,t2,transactions[].date,date,2026-07-29,2026-07-29,0.6,0.6,True,0.6
generated,statement_01,statement,t2,transactions[].description,text,CARD PURCHASE 4412 UBER,CARD PURCHASE 4412 UBER,0.8,0.8,True,0.8
generated,statement_01,statement,t2,transactions[].amount,money,-79.52,-79.52,0.38,0.38,True,0.38
generated,statement_01,statement,t2,transactions[].balance,money,86070.58,86070.58,0.42,0.42,True,0.42
generated,statement_01,statement,t2,transactions[].date,date,2026-07-29,2026-07-29,0.6,0.6,True,0.6
